StockCode,total_price
21209,886.24
22524,883.2
46776F,883.12
22317,882.62
22321,881.33
85176,880.47
23479,880.23
84997a,878.74
84030e,877.76
22308,877.38
23423,876.9
21695,875.38
21399,874.29
22343,873.9
22565,873.52
22683,871.49
85049H,870.35
23220,869.98
21204,868.44
21708,868.06
22068,863.38
21359,860.23
84849D,859.0
21880,858.78
85135C,856.38
21823,854.74
85183A,852.04
84535B,850.2
84006,849.55
22706,847.94
22105,847.82
22537,844.84
22862,843.95
23564,841.31
22162,841.24
23551,841.01
37327,840.47
20839,840.44
21694,840.33
15034,840.02
22276,838.86
22254,836.8
21125,834.73
20986,833.49
22587,833.07
22217,832.51
22102,831.84
21642,831.02
21804,830.03
22454,827.82
22341,827.63
22249,826.46
23017,826.28
21294,825.49
22093,824.08
85194L,823.74
21905,823.71
72818,821.98
21291,819.64
23186,819.46
23324,816.04
23106,815.59
85169A,813.02
85049a,812.84
79191C,812.53
23022,808.16
21789,806.2
84509B,806.04
22099,804.65
22268,804.04
79160,802.13
23409,801.68
22705,801.36
22546,800.4
85170D,796.99
23487,795.58
85035A,795.05
85173,795.02
22566,794.88
21162,794.15
23521,793.37
23335,792.86
23519,792.31
22340,792.28
21504,788.97
23568,787.52
21680,786.31
84279B,785.95
23115,785.17
21158,783.82
21272,783.82
85163B,783.68
22518,783.54
84660A,783.45
85159A,783.35
22685,780.8
22451,779.15
22228,778.63
21983,777.67
85231B,777.58
85032A,777.14
22422,776.75
84509a,775.84
22586,774.55
84519B,774.55
22522,774.29
21084,773.14
21927,771.15
21618,770.87
22133,770.73
84609,770.59
22252,770.32
85125,770.29
21530,769.57
23140,766.1
22025,766.09
23006,765.27
22786,764.63
21707,763.66
23550,763.1
23458,762.45
85212,761.4
23025,760.8
85130B,760.43
23123,760.4
17084R,760.32
21287,760.15
10002,759.89
21822,759.44
85036A,759.35
22753,758.98
23282,757.86
22480,757.21
21383,755.83
22336,754.41
84913B,754.07
23454,753.95
23223,751.85
22495,751.77
22523,751.66
23124,751.38
20748,751.17
21126,750.2
84763,748.34
22481,748.08
22322,747.81
85032B,747.79
21215,745.45
22258,743.89
22316,743.62
21643,743.31
22393,741.98
23325,740.94
22097,739.57
22264,738.68
23114,737.95
21677,737.84
79030G,735.83
84660B,734.86
23435,734.79
22250,732.65
22400,731.82
72803A,730.97
22821,730.47
23562,730.37
21398,729.6
22856,729.57
90200D,729.57
22684,728.57
20996,727.46
23522,727.44
22718,727.31
84754,725.52
21883,725.42
85131D,725.26
46775D,720.93
22287,720.16
85032C,719.84
79067,719.69
23222,718.53
21630,718.14
84581,717.21
22026,717.12
21775,716.86
22201,716.8
23042,711.51
20866,710.95
84817,710.64
21636,709.66
23070,709.54
21143,709.18
21739,708.98
21289,708.75
22514,706.55
22981,705.58
21356,704.55
16235,702.96
21106,702.51
79164,699.96
21476,699.63
21208,697.77
20704,697.7
85049D,697.49
85078,696.8
23120,695.41
84707A,695.23
23187,695.06
21066,694.72
84660C,693.32
21650,692.85
16225,691.85
35923,690.52
21696,690.1
22403,689.67
21317,689.53
79066K,689.34
85071B,688.91
22324,688.3
21629,687.95
20902,686.86
23597,684.97
21163,684.62
22339,683.31
85019B,682.97
22062,682.01
35001G,681.59
22136,680.93
46776B,679.67
21205,677.19
22806,677.04
84659A,676.27
23428,675.91
40001,675.23
22267,673.17
21351,672.88
47591d,672.24
21261,672.09
37475,671.93
84923,671.62
22618,671.53
22535,671.01
22204,669.54
22057,667.92
23024,667.85
47574A,665.95
20767,663.71
85199L,663.43
21613,661.93
23547,661.5
22450,661.11
23482,661.02
22615,660.73
18098C,658.75
72349b,658.51
22756,656.52
22448,656.43
20658,653.36
46776A,651.95
21187,651.75
23224,649.02
22525,648.97
22953,647.11
22533,646.49
22715,645.64
21747,645.61
22067,645.22
85177,645.06
23408,644.8
84789,644.47
21640,644.03
17021,643.14
21808,641.58
22389,641.55
21446,640.92
35810A,640.92
84800L,639.36
84929,637.56
85141,635.74
23492,635.38
21054,634.53
22396,634.43
23456,634.1
84086C,634.07
21784,633.07
20840,632.32
23453,631.58
23216,630.73
72232,630.23
84596L,629.8
21417,629.8
23019,629.05
20932,628.79
23027,627.95
23471,626.74
79163,626.55
22559,626.53
20735,625.8
22194,625.69
21865,625.23
84665,624.75
21426,624.58
22269,622.74
22035,622.36
21684,622.3
22520,622.1
23425,621.44
20772,621.19
23180,621.09
22116,620.42
84637,619.59
21473,618.66
22288,618.2
21171,613.14
23018,612.16
22420,611.72
20893,611.57
20764,610.81
22021,610.45
85036B,609.43
22515,608.95
22359,608.72
85170C,608.53
22233,607.73
21769,607.65
21709,607.23
72598,605.89
84625A,605.48
22232,604.46
23520,604.3
22255,602.63
21159,602.18
35971,600.93
21448,600.87
85017B,600.29
21014,598.82
22266,596.5
22642,596.36
17012B,595.85
21292,594.51
23377,593.62
21253,593.37
22247,593.14
21581,590.67
21015,590.13
22319,587.86
23499,587.49
85180B,587.2
22096,586.82
85144,586.6
23565,586.31
84748,585.86
21576,585.34
22825,584.37
22703,583.33
85071A,583.23
85172,583.12
20832,582.03
23537,581.13
21096,581.09
85136A,580.36
20702,577.79
22260,577.44
84352,577.35
21264,575.55
22820,575.42
23016,575.25
23125,574.88
22337,574.54
21675,573.36
21468,572.23
21277,571.43
47310M,570.45
23455,569.43
85130D,569.29
21251,568.98
23069,568.71
85161,568.65
23219,568.6
84796A,568.13
23381,567.95
21488,566.17
22482,565.86
22272,564.92
85019A,564.35
23272,562.22
84569D,561.87
21219,561.84
85032D,561.34
71279,561.32
84912A,560.62
85016,560.11
85163A,559.0
21849,558.83
85025B,558.42
23451,558.12
21194,558.07
90062,558.03
21662,557.3
85187,556.53
23074,555.59
23457,554.83
84951B,554.78
17129F,553.83
84951A,553.8
35599D,553.07
23473,552.85
47563A,552.76
21638,551.96
35599B,551.13
35965,551.13
17012D,550.64
22903,550.6
21397,550.43
22261,549.81
23549,548.1
23484,547.35
21128,546.6
85107,546.49
84598,546.04
22023,543.76
22513,543.65
23043,543.51
23398,538.75
22496,538.06
84625C,536.41
22717,535.78
82613D,535.49
85088,534.83
23660,534.66
85114c,534.66
22521,533.16
22543,531.64
17012F,530.6
35241,530.49
21801,530.26
21270,530.19
23139,530.15
75131,529.21
22709,528.5
21059,528.23
23060,528.17
22707,527.94
22275,527.85
22248,525.94
85104,525.75
85135B,524.55
20785,523.3
22861,522.93
85025C,522.56
23336,521.33
85131B,521.11
84816,519.35
84313B,518.61
20761,517.22
21455,516.79
21711,513.02
22216,512.93
23136,511.89
22280,510.84
21926,509.9
21654,509.36
72819,509.07
84520B,508.37
20681,506.96
21067,506.65
82616B,505.69
20998,505.2
23021,504.97
22127,504.88
84687,504.43
84616,504.32
21925,503.75
84509C,502.69
23560,502.07
21710,501.98
82613B,501.49
82616C,501.44
85231G,501.27
23117,501.23
20766,501.07
22181,500.91
21972,499.08
22050,498.5
23466,498.03
23045,497.98
22516,496.99
84970s,496.49
22511,495.2
21358,494.54
21850,493.08
35598D,493.01
46776C,492.79
21632,489.74
85194S,489.17
35809A,488.89
21202,487.11
21867,486.5
21454,486.01
84820,484.63
17012C,484.35
23218,483.03
21634,481.95
22638,481.88
23691,481.5
22230,480.92
21587,480.75
90209C,480.5
21741,480.17
84849B,478.83
20803,478.72
23422,477.89
85049F,477.34
21472,476.41
23561,476.0
85093,475.18
22184,471.86
21366,470.17
84674,469.9
20716,469.63
20707,468.39
20615,466.99
20831,466.53
84917,466.3
22647,466.18
23379,465.36
21374,463.79
22517,462.33
20838,461.45
35598B,460.64
21003,460.58
22344,460.38
21063,458.31
21062,458.23
23023,457.62
21220,457.51
17096,455.98
21851,454.99
35004G,454.65
21415,454.42
84920,453.73
84916,453.39
85169C,452.86
23509,452.72
21061,451.7
21641,451.59
23548,451.5
48189,451.11
84872A,450.08
20770,449.8
22640,449.39
22598,447.36
20669,447.34
21365,447.09
84600,446.89
22486,446.45
84976,446.15
22390,445.44
22643,445.17
82613C,444.63
21656,444.58
21580,444.07
20903,441.89
20768,441.12
85111,441.07
35637A,440.62
20619,439.65
21828,439.54
85130C,438.87
22545,436.09
17107D,436.05
23044,435.74
84360,434.12
35653,433.19
85168B,432.79
22229,432.46
84931B,431.73
23058,430.86
20705,428.85
21002,428.66
21088,428.28
77101A,428.19
85071C,428.0
21758,427.46
84658,426.13
21318,425.08
20934,424.46
72799F,424.08
20765,423.55
90200E,423.41
90154,421.75
85136C,421.18
20762,420.08
22051,420.0
21129,419.52
22134,419.42
85208,419.01
84970l,418.98
90114,417.96
22405,417.86
84821,417.35
22214,416.6
21147,415.77
22108,415.09
21817,414.63
21579,414.22
21285,413.88
21884,413.76
90161C,412.74
23459,412.5
15056p,412.48
23415,412.18
84596E,412.1
84806B,411.56
22447,410.81
20830,409.83
85203,409.41
16219,407.72
22510,406.49
35964,405.25
23339,405.0
22406,403.46
23576,400.04
23429,400.01
23039,399.71
22345,399.62
37476,399.02
21131,398.02
84974,398.0
18007,395.61
47421,395.1
22256,394.15
23661,393.59
22048,393.5
20867,393.47
84247E,392.94
90200B,392.83
23116,392.34
84826,391.93
23150,390.75
85232A,389.55
21373,389.04
23337,388.75
35095A,388.57
21879,386.77
20854,386.32
21881,383.11
21197,382.96
84919,381.78
22346,381.66
85179A,380.79
21562,380.36
16045,380.0
46776D,378.29
90161B,377.88
21051,377.2
90160C,377.04
47367B,376.27
21284,376.18
17012A,375.93
84559A,375.61
21635,374.96
84663A,374.12
20782,373.57
21945,373.34
84915,372.33
16011,372.33
21689,369.87
84563A,369.84
23575,367.35
22532,366.75
22769,366.73
22265,366.15
21000,365.09
21320,364.22
23579,362.65
21286,362.12
35957,361.81
21348,361.56
85049e,360.71
16008,360.71
84632,359.7
35954,359.6
21060,359.29
84563B,358.1
90209B,357.74
20856,357.29
21263,356.97
22100,356.46
82095,356.11
85169D,356.08
85169B,356.06
84569A,355.84
21724,355.83
21001,354.14
37482P,354.03
21664,353.97
21723,353.48
23420,353.45
23421,353.36
21222,353.19
79030D,352.57
35095B,352.25
20652,350.61
21555,350.47
22529,349.87
84924A,348.59
84631,348.53
21421,348.43
23015,346.63
20700,345.17
47591B,344.79
84849A,344.34
85129D,343.99
22104,343.71
90149,342.76
47559b,342.65
84766,340.7
21221,340.22
71270,338.73
22547,338.23
21167,337.14
72122,336.74
84926E,334.76
85213,334.03
23047,333.5
85230B,333.2
22259,332.84
84952B,332.14
84638,331.5
21248,330.72
90200A,328.44
16259,326.56
84708B,326.35
85204,325.96
23037,325.16
23478,324.4
90147,324.01
23695,323.32
85205B,323.15
22135,322.8
84931A,322.54
84509c,322.22
22092,322.18
21403,322.18
16238,322.09
21425,320.49
16236,320.09
21371,319.71
20936,319.66
21026,319.5
22202,319.35
90161D,318.89
72586,318.67
84876B,318.31
20780,318.19
84884a,317.72
46118,317.17
22765,316.95
85170B,316.75
35915C,316.46
90198A,315.73
21375,315.27
85202,314.81
47594B,314.55
84584,314.51
21841,314.5
17084N,313.31
85014b,313.06
21942,313.01
84358,312.7
21442,310.49
21944,310.19
47021G,309.3
22124,309.11
21719,307.44
23495,306.66
20622,305.8
22043,304.5
22040,304.5
22641,303.73
23430,301.88
35912B,301.26
84661B,300.24
22409,299.72
21761,299.5
23440,299.36
20897,298.27
90184B,297.94
84596J,296.45
22049,296.25
85186A,293.8
79051A,293.31
20655,292.29
35911A,292.07
21441,292.03
23567,291.58
72800B,290.8
21386,290.2
23410,290.1
16015,289.98
85024B,289.65
21503,288.92
46776E,288.43
79190B,288.36
71403,286.91
20618,286.39
37413,284.49
18094C,283.93
21666,283.51
16218,283.31
20794,282.79
20777,282.49
84341B,282.38
84872a,282.15
23481,281.17
22257,280.42
71101E,280.2
85188A,278.17
21725,277.24
16169M,277.2
21293,276.72
84926D,276.53
85049g,276.42
23137,275.62
21250,274.37
20684,273.81
22512,273.46
22052,273.0
84859A,272.99
23141,272.91
22889,272.2
20755,272.02
21815,271.68
20734,271.22
85214,271.04
23474,270.96
85019C,270.72
21275,270.08
35001W,270.02
20771,269.68
21785,269.61
85186C,269.17
21644,268.75
21332,268.1
17013D,267.82
21445,267.5
85230E,267.45
21265,267.21
84795b,266.78
21279,266.15
20699,266.03
85039C,265.77
90160A,264.94
72800C,264.82
23476,264.72
90160D,264.7
84952A,264.47
85124B,264.06
18098c,263.12
85124C,261.89
84858C,261.68
47422,261.3
16012,261.24
79337,259.96
21324,259.67
78124,257.75
20997,257.61
35915B,257.22
85230G,257.04
21458,256.54
21427,256.44
84952C,255.0
21269,254.98
21379,254.33
21547,253.53
48173c,252.95
90201B,252.9
21882,252.47
35967,252.33
90143,252.18
23149,251.45
22164,250.22
85071D,249.49
20659,248.09
21647,247.8
22954,247.63
23465,247.63
22410,247.42
84678,247.04
22869,246.14
90175A,245.63
22391,245.58
21676,245.36
21190,245.2
20819,244.72
84422,244.17
20616,243.53
85095,243.49
85094,242.32
22870,242.24
23475,242.18
84592,241.24
47469,241.21
23143,239.97
21028,239.24
72131,238.35
22137,237.98
23580,236.87
21360,236.17
85023B,235.35
20775,235.19
47351B,234.5
16216,234.0
23036,233.67
21025,233.52
90058B,232.56
84857C,232.33
85099f,232.06
23447,231.9
84712B,231.56
21161,231.37
20696,230.81
22394,230.68
21973,230.55
23446,230.25
90206C,229.68
85040B,229.47
72800D,229.22
85200,228.75
90010E,227.89
21157,227.6
23003,226.2
90201D,225.84
22031,225.59
85014a,225.32
90158,224.12
21657,223.46
84218,223.11
21364,222.96
21456,222.22
84711A,221.8
20781,221.65
84876D,221.25
22395,220.04
35914,219.66
20868,219.35
75178,218.87
21378,217.89
21316,217.68
90014A,217.59
20847,217.58
20769,217.56
21132,217.36
84559B,217.29
84051,216.06
21377,215.68
90120C,215.2
21520,214.19
84510C,213.83
22882,213.7
90200C,211.43
72127,210.61
84877B,210.56
84707B,210.55
84926A,210.52
90175D,210.04
90160B,209.73
21750,209.61
90192,209.1
21651,208.47
90119,207.61
16048,205.42
20763,205.04
21726,204.69
22878,204.19
84875B,203.51
85230A,203.28
21911,203.21
84688,203.07
47578A,202.53
90201A,202.51
22541,202.37
85179C,201.31
22880,200.59
44235,200.46
84968e,200.21
47594A,199.84
16156L,199.5
22038,199.5
21367,199.49
22289,198.52
21376,197.81
22881,197.56
90019A,197.09
22263,196.82
22044,196.44
71143,196.36
90013A,195.32
84926F,195.22
20617,194.94
23697,194.58
22884,194.05
20654,193.59
90018A,193.33
90082A,193.2
21306,193.03
84910A,192.14
22883,191.48
47471,191.18
85045,191.1
90030B,190.73
90184C,190.52
21027,190.29
21418,189.75
21196,189.68
21807,189.42
21311,188.87
85020,188.81
84804B,188.37
20694,187.54
84711B,186.64
84535A,186.56
21826,186.43
21402,185.52
84429A,185.45
90201C,185.42
78033,185.3
72801d,184.7
23416,184.68
90016B,184.66
85055,183.71
84509E,183.45
84927F,182.95
22032,181.98
84907,180.93
85215,180.71
72801C,180.65
84804A,180.58
84859C,180.52
22157,180.2
21721,179.46
79190A,179.36
40003,179.23
16258A,178.97
21847,178.89
85131C,178.85
22872,177.46
84685,177.33
21319,175.78
84507C,175.73
gift_0001_30,175.53
85211,175.16
22764,174.77
90197B,174.73
84691,174.5
84800M,174.31
35810B,174.09
84905,173.48
22042,173.37
16168M,173.12
22885,172.78
47481,172.64
21030,172.2
82011C,172.05
84963A,171.8
62086A,171.6
90082B,171.45
85146,171.11
21763,169.75
85129B,168.59
21333,168.16
90145,168.0
84661A,167.79
85145,167.7
gift_0001_50,167.56
90010A,167.3
gift_0001_20,167.05
21457,165.89
21280,165.75
21331,165.74
72225C,165.6
23694,165.08
BANK CHARGES,165.0
22538,164.84
21698,164.17
90120B,164.12
90191,163.82
90209A,163.8
22408,163.69
22871,163.35
16207A,163.1
21100,162.21
84683,162.2
85114a,161.7
21369,161.49
85027L,160.5
84799,160.48
21344,160.09
23305,159.9
84993A,159.69
90014B,158.74
84247G,158.63
90013C,158.08
17038,158.06
90134,157.5
84508C,157.5
23417,157.5
84882,157.34
35649,156.85
23468,156.75
84673B,156.63
44234,155.82
21349,155.6
22353,155.55
84595E,154.68
23496,154.52
84827,154.39
21614,153.29
21145,152.5
90198B,152.4
84877D,152.18
84865,152.11
72128,152.05
21401,151.19
22415,151.05
85135A,151.05
22874,150.81
DCGSSBOY,150.55
21738,150.48
21459,150.38
84629,150.0
84963B,149.85
90013B,149.41
46000R,149.35
21117,149.25
22875,149.09
90185D,148.63
84576,148.32
21486,147.88
37479P,146.91
82011B,146.85
22868,146.6
22886,146.43
84870B,146.08
84870C,146.05
90116,145.52
22873,145.5
84508B,145.35
47343A,145.17
85118,144.52
DCGSSGIRL,144.43
20757,144.29
21368,144.03
84192,143.75
21082,143.44
20837,142.47
22033,141.95
20774,141.24
20661,141.15
84796a,141.11
20836,141.1
90164B,140.98
16054,140.52
90170,140.33
84744,140.02
22125,139.86
23463,139.4
22876,138.81
75011,138.76
35922,138.6
23304,138.45
79191B,138.3
22877,138.11
20758,137.7
90181B,137.63
21736,137.22
21637,136.25
84660c,134.92
90073,134.7
90115,134.53
21943,134.49
90028,134.16
46000U,133.75
72130,133.34
35921,133.23
20823,132.72
90208,132.7
62096A,132.5
21518,132.44
90210D,132.05
85039a,131.81
90185A,131.03
90164A,130.67
90210C,130.51
84510a,130.48
37467,130.27
90000D,129.85
21281,129.63
47590b,129.48
72799C,129.47
21400,128.63
20826,128.4
35638B,128.33
84846A,128.14
84800S,127.57
90180A,127.24
85130A,127.05
79190D,126.98
22887,126.78
23303,126.75
85067,126.65
90199C,126.64
23578,125.72
84968a,125.33
22888,124.98
84228,124.09
21420,123.66
23477,123.47
37343,123.3
90058A,123.12
84906,123.02
90195A,122.84
90070,122.64
85086A,122.08
90129B,121.38
37333,120.99
20845,120.65
90173,120.34
23467,120.08
35972,120.0
90161A,119.91
90124B,119.89
90003C,119.84
84569B,119.65
90122C,119.23
10080,119.09
21032,119.03
84709B,119.0
85114b,118.86
84507B,118.73
21095,118.73
90184A,117.73
21814,117.57
90183A,117.24
84741C,117.0
23151,116.82
23185,116.59
72780,116.45
51020A,116.33
72812,116.06
84809A,115.5
16052,115.3
90148,114.48
90130B,113.97
47518F,113.64
84457,113.41
72801D,113.21
20795,113.05
47503H,112.81
84925F,112.48
90003D,112.26
90096,112.21
21678,111.86
90214A,111.66
90036E,110.95
90185C,110.09
90125D,110.03
20731,109.96
85167B,109.94
21278,109.65
90124C,109.54
90122A,109.48
85096,109.23
20894,108.71
21372,107.75
35916C,107.72
17090A,107.45
85129C,107.31
21904,107.1
23626,107.07
35818P,106.97
35819B,106.81
90125A,106.24
20657,105.91
20898,105.73
90016A,105.71
85040a,105.28
22039,105.0
23574,105.0
35920,104.84
84661C,104.84
84461,104.55
17084P,104.44
20796,103.94
79144B,103.65
90032,103.13
22879,102.46
90063A,102.0
90196A,102.0
20701,100.97
35637C,100.86
16033,100.8
35911B,100.76
gift_0001_40,100.7
21370,100.66
22407,100.53
90010B,100.09
90081C,99.6
23611,99.6
17091A,99.29
23464,99.2
84510c,98.7
84898F,98.63
79144C,98.54
90101,98.07
84723,97.95
47369B,97.13
90185B,97.02
84806A,96.89
90204,96.86
84801A,96.6
90019B,96.52
72801c,95.94
21722,95.53
90174,95.42
21777,95.4
90036D,95.35
90146,95.35
90178A,95.25
20653,95.18
84527,95.1
84666,94.8
90133,94.43
82613A,93.63
47369A,93.19
20773,92.4
90018B,92.28
35933,92.21
85132a,92.2
82615,91.8
90030C,91.7
90175B,91.68
20901,91.48
20662,90.42
85230F,90.34
90163A,90.32
90022,90.2
21690,90.0
72051S,89.95
35833P,89.72
35400,89.5
20892,89.22
90123A,89.12
84984A,88.35
84306,88.22
90166,88.04
90129F,88.03
84531B,87.56
84989a,87.51
23442,87.36
20869,86.76
21038,86.75
23614,86.58
90003E,86.11
79403,85.52
75172,85.31
20821,84.15
16169K,84.0
20941,83.78
90072,83.42
22016,83.33
90123C,83.29
90129A,82.98
84881,82.57
35968,82.1
35638A,82.1
16049,82.08
90108,81.96
21226,81.8
20664,81.66
71496A,80.96
90175C,80.55
84249A,80.46
84927E,80.16
90129C,79.76
90124A,79.66
90162B,79.65
84984B,79.05
72811,78.93
84847,78.75
90039D,78.69
37479B,78.09
90000A,77.91
90086,77.79
90129E,77.04
20980,76.91
84531A,76.69
35916B,76.68
46000P,76.5
84840,76.44
90099,76.38
90063B,76.32
90177C,76.23
16207B,76.14
20798,75.6
21946,75.35
21413,75.02
gift_0001_10,74.97
84968d,74.88
84251G,74.7
90118,74.64
17012E,74.64
85132b,74.61
85198,74.58
21087,74.57
90059A,74.53
90081A,74.25
90098,73.95
90177D,73.53
85197,73.5
90214C,72.77
90103,72.66
84231,72.63
20960,72.49
72801G,72.46
90030A,72.0
90036C,71.4
17014A,71.19
20933,71.05
90214S,71.0
90211A,70.97
47589,70.85
84251B,70.78
51020B,70.57
84927A,70.45
85026B,70.27
90051,70.16
16161G,70.0
16020C,69.9
90125C,69.85
46126A,69.84
81952V,69.73
90199A,69.63
84549,69.38
90019C,68.73
85188B,68.7
90151,68.0
90194,67.87
84247K,67.85
90000B,67.83
90155,67.62
84874B,67.51
82011A,67.5
85049B,67.5
35916A,67.39
90144,67.36
90024B,67.28
37444A,67.13
84859B,66.76
90040B,66.7
35819P,66.55
84686,66.39
17011F,66.36
72807a,66.32
20663,66.26
85008,66.12
20835,65.8
21031,65.49
90214L,65.04
84247N,64.9
90186B,64.58
90202D,64.46
90082D,64.38
90202A,64.28
90036F,64.08
90181A,64.04
84875D,63.75
21692,63.75
84673A,63.72
72133,63.51
90196B,63.48
35815P,63.28
62094B,63.21
90141A,63.11
S,63.05
22145,63.0
84452,62.9
40046A,62.5
84760S,62.35
72351a,62.27
85160B,62.24
84247L,62.06
20848,61.95
90210B,61.56
90087,61.46
16151A,61.25
90183B,61.08
71495B,61.05
84985A,60.9
21655,60.84
90065A,60.75
90214K,60.7
84984D,60.45
84805A,60.0
90031,59.89
90206A,59.8
23629,59.76
21910,59.4
79071B,59.0
90202C,58.71
20760,58.65
84798A,58.65
72134,58.62
90190C,58.43
84877A,58.16
72802a,58.03
71406C,57.96
16046,57.8
90210A,57.55
84466,57.5
84597C,57.5
85006,57.25
90214J,57.21
21460,56.78
90199B,56.59
44236,56.52
90003B,56.31
47341B,56.25
90038A,56.15
90050,55.72
84679,55.7
90023,55.02
84750B,54.99
90071,54.62
72132,54.6
21336,54.57
90040C,54.42
20759,54.4
90040A,54.29
20793,54.0
79323B,54.0
84251C,53.88
90012A,53.76
90035A,53.62
47586A,53.55
20756,53.55
20851,53.55
20697,53.55
90123B,53.42
90211B,53.26
90214E,53.2
20857,52.8
90163B,52.72
90168,52.56
84842,52.5
90176D,52.5
84805B,52.5
90138,52.42
90141C,52.31
84927D,52.25
35265,52.2
85028S,51.6
90205A,51.51
84597B,51.25
20910,50.8
84534B,50.72
90018C,50.4
17007B,50.4
47348A,50.31
44242B,50.28
90214D,49.9
90214M,49.82
90180B,49.81
23603,49.8
90079,49.76
20667,49.69
90202B,49.65
90142D,49.64
90157,49.59
21816,49.3
21089,48.99
90038B,48.77
84497,48.75
90002D,48.71
21720,48.45
DCGS0076,48.39
84559a,48.38
84510E,48.29
90205C,48.21
84402B,48.19
90125B,48.06
90169,47.84
90036A,47.7
90165B,47.43
17084J,47.25
84706F,47.2
84086B,47.2
84715,47.2
84750A,46.8
84857B,46.8
90190A,46.76
21392,46.39
84801B,46.2
85031A,45.9
90012B,45.35
90064B,45.0
23625,44.91
90141B,44.86
85185D,44.25
20670,44.04
47344B,43.66
79063C,43.65
90056,43.51
20698,43.35
90014C,43.2
46138B,43.15
37444C,43.05
23038,42.92
84539,42.9
22987,42.84
20818,42.7
16254,42.58
84922,42.29
90029,42.14
90024F,42.13
47570b,42.02
17084A,42.0
90120D,41.79
20666,41.53
15030,41.47
72807c,41.45
90059D,41.45
90059E,41.37
90039B,41.31
90162C,41.3
85089,41.3
23448,41.25
84921,41.25
75013B,41.25
90067A,41.15
90177E,41.08
90177B,41.01
90182C,40.96
90130C,40.95
90177A,40.9
10120,40.53
71495A,40.38
90214G,40.2
85092,40.05
90187B,40.03
90165A,39.98
72369A,39.92
90135,39.66
84725,39.65
84596f,39.36
84575A,39.3
21307,39.2
35910A,39.0
47341A,38.75
90064A,38.7
84751B,38.69
21393,38.67
47420,38.38
84559b,38.33
84746,38.31
84925D,38.25
84617,38.25
90190B,38.18
81952B,38.0
84033,37.95
84809B,37.8
90075,37.66
90212B,37.62
90199D,37.62
79191D,37.61
72709,37.4
35809a,37.33
84509b,37.3
90074,37.24
90085,36.76
84522,36.76
90214H,36.76
71510,36.52
35913B,36.33
84548,36.3
17090D,36.25
84226,36.21
85216,35.75
90094,35.7
90179C,35.44
79063D,35.33
90179A,35.31
90123D,35.31
90011B,35.27
90060F,35.16
90186A,35.11
90131,34.87
90049,34.77
90059F,34.69
20827,34.32
79406,34.12
81950B,33.93
84873A,33.9
90026C,33.82
90024C,33.81
17136A,33.75
90038C,33.69
72783,33.6
90129D,33.44
37423,33.18
72807b,33.16
35610C,32.51
37468,32.42
17109D,32.35
84824,31.9
90036B,31.8
20878,31.25
23632,31.2
85018D,30.6
44228,30.6
37471,30.43
90176B,30.12
35610B,30.0
90176E,29.98
90195B,29.98
90039A,29.96
21310,29.95
90122B,29.93
21667,29.9
90136,29.85
84660a,29.84
90159,29.79
90120A,29.73
90001D,29.73
21040,29.7
21757,29.7
35816P,29.64
90214I,29.62
84706D,29.6
90162D,29.5
84465,29.5
82605,29.4
84558a,29.31
85030,29.25
90214N,29.23
84199,29.19
21011,29.0
46776f,28.91
90152A,28.76
84803B,28.73
90093,28.57
90027D,28.4
17165D,28.35
84798B,28.05
90005A,28.02
90214R,28.01
84613A,27.9
79066k,27.77
23613,27.39
23637,27.39
85126,27.14
85017C,27.02
79323P,27.0
23702,27.0
84993a,26.56
35598A,26.55
84675,26.55
90059B,26.52
21836,26.49
72140E,26.35
90212C,26.25
23636,26.19
90183C,26.15
21461,25.81
90026D,25.5
84968B,25.5
84968f,25.49
35910B,25.35
90026B,25.32
90037B,25.28
90013D,25.17
90188,25.13
84596e,25.1
90033,25.07
90016C,24.96
23620,24.9
85115B,24.87
15060b,24.87
85132c,24.87
85034a,24.87
90043,24.81
90059C,24.79
90214B,24.77
84854,24.75
20820,24.75
20778,24.75
90141E,24.75
84993B,24.36
90076,24.12
47503J,23.85
84562A,23.85
21357,23.75
35909B,23.6
35909A,23.6
90083,23.47
90176C,23.32
23623,23.28
90182A,23.2
90104,23.16
85195,23.1
85206B,23.1
22351,23.09
90214Y,22.84
90054,22.58
90039C,22.48
90176A,22.48
23645,22.41
23640,22.41
21018,22.06
90035C,21.5
84387A,21.45
84551,21.45
20695,21.25
90001B,21.15
90001C,21.13
90125E,21.05
23692,21.0
16169P,21.0
90001A,20.95
17001,20.88
47518f,20.73
46776a,20.65
90141D,20.36
90214P,20.23
90034,20.17
84415B,20.0
23646,19.92
23616,19.92
23601,19.92
21681,19.9
35817P,19.86
37491A,19.81
85024C,19.8
90156,19.8
37487B,19.72
85028L,19.5
79062D,19.4
85047,19.05
21538,18.75
21416,18.75
44092C,18.7
84856S,18.6
90041,18.27
35607B,18.24
72821,18.15
90060D,17.85
21661,17.85
84856L,17.82
20935,17.7
90162A,17.7
90027A,17.66
90179B,17.59
84596b,17.57
90011A,17.51
79331,17.5
90130A,17.5
35597D,17.48
23627,17.43
37489D,17.16
90026A,17.0
35645,17.0
47574B,17.0
85084,17.0
21120,16.98
85035a,16.94
20954,16.94
21595,16.94
90024D,16.82
90024E,16.81
21144,16.8
37489B,16.77
23644,16.65
84031b,16.63
84031a,16.63
DCGS0004,16.63
85036a,16.58
90137,16.31
16248B,16.25
